s,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
1,6,0.673825593,0.649165656,0.645293246,0.645166987,0.645161352,1.913978495,3.204301075,0.580645161,0,0.335849057,0.562264151,0.101886792,0,-0.026555613,0.046885758,0.033729865,0.043349038,0.046437635,3,32,29,10.4516129,4.445369407,8,1,87,86,77.12903226,14.83177246,87,6.941,72.64,65.699,21.72018329,9.924311045,15.9994,54.8,1941,1886.2,262.5422581,268.0545265,54.8,1,16,15,14.08602151,2.764481443,16,2,4,2,2.344086022,0.503179558,2,66,160,94,84.64516129,24.05827263,66,0.98,3.44,2.46,2.85,0.761290323,3.44,1,2,1,1.913978495,0.157243612,2,0,4,4,3.204301075,1.02670829,4,0,10,10,0.580645161,1.073881374,0,0,0,0,0,0,0,1,14,13,5.698924731,1.281072956,6,0,1,1,0.086021505,0.157243612,0,0,5,5,2.150537634,0.656723321,2,0,8,8,0.172043011,0.336686322,0,0,0,0,0,0,0,1,8,7,2.408602151,0.769568736,2,9.105,23.005,13.9,13.06930364,5.115230497,9.105,0,1.625,1.625,0.282688172,0.443790034,0,0,0.0000225,0.0000225,0.000000485,0.000000948,0,2,229,227,51.29032258,66.59729448,12
1,5,0.645051195,0.617854239,0.614399255,0.614335968,0.614334477,1.931740614,2.457337884,0.52559727,1.624573379,0.295407098,0.375782881,0.080375783,0.248434238,0.0242726,0.029796034,0.038884639,0.040498971,0.04231281,3,73,70,19.8225256,16.82256054,8,1,87,86,63.80204778,28.50260341,87,6.941,180.94788,174.00688,45.41618403,41.39607376,15.9994,54.8,3290,3235.2,736.9071672,876.7483512,54.8,1,16,15,11.05802048,6.072056751,16,2,6,4,2.979522184,1.337231651,2,66,195,129,105.1706485,48.12775921,66,0.95,3.44,2.49,2.597918089,1.034639891,3.44,1,2,1,1.931740614,0.127200084,2,0,4,4,2.457337884,1.89542103,4,0,3,3,0.52559727,0.835932859,0,0,14,14,1.624573379,2.872112663,0,1,19,18,6.539249147,2.891914874,6,0,1,1,0.068259386,0.127200084,0,0,2,2,1.228668942,0.947710515,2,0,8,8,1.5221843,2.420948409,0,0,0,0,0,0,0,0,8,8,2.819112628,1.889783224,2,9.105,54.23,45.125,16.4176678,8.984847814,9.105,0,0,0,0,0,0,0,0.0000225,0.0000225,0.000002,0.00000364,0,12,229,217,92.1331058,98.45705832,12
1,3,0.637099436,0.568436744,0.534458486,0.526924178,0.524377328,1.666666667,2.523809524,0,0,0.397727273,0.602272727,0,0,-0.009636785,0.023840147,0.023242152,0.059421406,0.077708848,3,16,13,11.52380952,5.682539683,16,1,88,87,58.28571429,38.19047619,88,6.941,32.065,25.124,23.53444219,11.06229479,32.065,317.3,453.69,136.39,399.9852381,35.8031746,388.36,1,16,15,10.85714286,6.571428571,16,2,3,1,2.666666667,0.444444444,3,105,128,23,112.952381,10.03174603,105,0.98,2.58,1.6,1.990952381,0.673968254,2.58,1,2,1,1.666666667,0.444444444,2,0,4,4,2.523809524,1.682539683,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.19047619,2.126984127,6,0,1,1,0.333333333,0.444444444,0,0,3,3,1.476190476,0.984126984,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.80952381,0.53968254,2,16.59333333,25.786875,9.193541667,22.26284155,3.779672147,25.786875,0,2.202,2.202,1.385571429,0.923714286,2.202,0,0,0,0,0,0,2,229,227,113.2857143,77.14285714,70
1,3,0.637099436,0.568436744,0.534458486,0.526924178,0.524377328,1.666666667,2.523809524,0,0,0.397727273,0.602272727,0,0,-0.009636785,0.023840147,0.023242152,0.059421406,0.077708848,3,16,13,11.52380952,5.682539683,16,1,88,87,58.28571429,38.19047619,88,6.941,32.065,25.124,23.53444219,11.06229479,32.065,317.3,453.69,136.39,399.9852381,35.8031746,388.36,1,16,15,10.85714286,6.571428571,16,2,3,1,2.666666667,0.444444444,3,105,128,23,112.952381,10.03174603,105,0.98,2.58,1.6,1.990952381,0.673968254,2.58,1,2,1,1.666666667,0.444444444,2,0,4,4,2.523809524,1.682539683,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.19047619,2.126984127,6,0,1,1,0.333333333,0.444444444,0,0,3,3,1.476190476,0.984126984,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.80952381,0.53968254,2,16.59333333,25.786875,9.193541667,22.26284155,3.779672147,25.786875,0,2.202,2.202,1.385571429,0.923714286,2.202,0,0,0,0,0,0,2,229,227,113.2857143,77.14285714,70
1,5,0.655717122,0.623437134,0.617514208,0.617294607,0.617284079,1.958847737,2.510288066,0.465020576,0,0.396997498,0.508757298,0.094245204,0,0.033400097,0.039046795,0.014140569,0.021174428,0.032533185,3,57,54,16.95884774,12.53501329,8,1,87,86,65.59259259,27.03856119,87,6.941,138.90547,131.96447,38.01520945,30.64568083,15.9994,54.8,1941,1886.2,572.4304527,648.8228183,54.8,1,16,15,11.51851852,5.654625819,16,2,6,4,2.913580247,1.203068638,2,66,207,141,105.436214,48.68668394,66,0.98,3.44,2.46,2.632921811,0.996392826,3.44,1,2,1,1.958847737,0.078917509,2,0,4,4,2.510288066,1.839150536,4,0,2,2,0.465020576,0.650646074,0,0,0,0,0,0,0,1,6,5,4.934156379,1.315856323,6,0,1,1,0.041152263,0.078917509,0,0,5,5,1.440329218,0.983928602,2,0,9,9,2.53909465,3.55264272,0,0,0,0,0,0,0,1,9,8,4.020576132,2.743145523,2,9.105,36.8975,27.7925,14.7395096,6.956184694,9.105,0,0,0,0,0,0,0,0.0000225,0.0000225,0.00000371,0.0000062,0,12,229,217,84.37037037,89.34613626,12
1,4,0.720592679,0.688782949,0.680832243,0.680316544,0.680273261,1.746031746,2.721088435,0.972789116,0,0.32096707,0.50020842,0.17882451,0,-0.005429557,0.029131023,0.032899548,0.043882353,0.048261616,3,57,54,18.569161,15.22711216,8,1,87,86,70.72335601,22.14509387,87,6.941,138.90547,131.96447,41.27439599,36.25623378,15.9994,54.8,2750,2695.2,751.6582313,964.3223953,54.8,1,16,15,12.24263039,5.112067503,16,2,6,4,2.943310658,1.334752495,2,66,207,141,99.1814059,45.14476993,66,0.98,3.44,2.46,2.801950113,0.868095084,3.44,1,2,1,1.746031746,0.37893676,2,0,4,4,2.721088435,1.740015734,4,0,4,4,0.972789116,1.376463511,0,0,0,0,0,0,0,1,6,5,5.439909297,0.762028167,6,0,1,1,0.253968254,0.37893676,0,0,2,2,1.360544218,0.870007867,2,0,9,9,1.952380952,2.76255264,0,0,0,0,0,0,0,1,9,8,3.566893424,2.271522668,2,9.105,36.8975,27.7925,13.19421202,5.563553766,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,79.07936508,91.26444228,12
1,5,0.597727265,0.544207716,0.524986579,0.522320019,0.521790061,1.739130435,2.086956522,0.347826087,1.217391304,0.322580645,0.387096774,0.064516129,0.225806452,-0.033854853,0.050300848,0.040290199,0.04723736,0.050841477,3,73,70,18.69565217,19.34971645,8,1,87,86,51.34782609,37.20226843,87,6.941,180.94788,174.00688,43.94228261,48.46280756,15.9994,54.8,3290,3235.2,580.2495652,614.326276,54.8,1,16,15,9.391304348,6.896030246,16,2,6,4,2.869565217,1.361058601,2,66,215,149,109.9565217,45.86767486,66,0.89,3.44,2.55,2.315217391,1.1736862,3.44,1,2,1,1.739130435,0.38563327,2,0,4,4,2.086956522,1.996219282,4,0,3,3,0.347826087,0.574669187,0,0,14,14,1.217391304,2.223062382,0,1,19,18,5.391304348,3.001890359,6,0,1,1,0.260869565,0.38563327,0,0,2,2,1.043478261,0.998109641,2,0,9,9,1.391304348,2.298676749,0,0,0,0,0,0,0,0,9,9,2.695652174,1.844990548,2,9.105,63.59,54.485,16.62804348,7.868241966,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,112.7391304,105.1190926,12
1,5,0.686156914,0.660027656,0.655875163,0.655743546,0.655737768,1.928961749,3.316939891,0.928961749,0,0.312389381,0.537168142,0.150442478,0,-0.011590786,0.028374032,0.05739873,0.059312608,0.061555068,3,32,29,11.10382514,5.221953477,8,1,87,86,79.26229508,11.37328675,87,6.941,72.64,65.699,23.25245069,11.82967149,15.9994,54.8,1211.4,1156.6,248.017377,253.3998388,54.8,1,16,15,14.53551913,2.072919466,16,2,4,2,2.366120219,0.532174744,2,66,128,62,83.04371585,22.35241423,66,0.98,3.44,2.46,2.897486339,0.711493326,3.44,1,2,1,1.928961749,0.131983636,2,0,4,4,3.316939891,0.895816537,4,0,10,10,0.928961749,1.685329511,0,0,0,0,0,0,0,1,14,13,6.174863388,1.453850518,6,0,1,1,0.071038251,0.131983636,0,0,5,5,2.256830601,0.657469617,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.327868852,0.6186509,2,9.105,23.005,13.9,13.25653266,5.444632992,9.105,0,1.625,1.625,0.301972678,0.448833707,0,0,0,0,0,0,0,2,229,227,49.05464481,64.02400788,12
1,4,0.716999101,0.685208669,0.677299737,0.676786816,0.676743758,1.740581999,2.706970449,0.966162869,0,0.321513396,0.500020834,0.178465769,0,-0.008508377,0.031230026,0.03105057,0.043201439,0.047735022,3,57,54,18.40311302,15.12285405,8,1,87,86,70.34265734,22.54546717,87,6.941,138.90547,131.96447,40.88788135,35.98352188,15.9994,54.8,2750,2695.2,748.9448455,959.4959455,54.8,1,16,15,12.18114144,5.168768636,16,2,6,4,2.932100158,1.324662981,2,66,207,141,99.20618092,44.94407523,66,0.98,3.44,2.46,2.792307692,0.876641968,3.44,1,2,1,1.740581999,0.384240604,2,0,4,4,2.706970449,1.750096392,4,0,4,4,0.966162869,1.373071527,0,0,0,0,0,0,0,1,6,5,5.413715317,0.793527656,6,0,1,1,0.259418001,0.384240604,0,0,2,2,1.353485224,0.875048196,2,0,9,9,1.928039702,2.740051912,0,0,0,0,0,0,0,1,9,8,3.540942928,2.25759992,2,9.105,36.8975,27.7925,13.17978626,5.515162999,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,79.91247462,91.91853096,12
1,4,0.713932105,0.682132276,0.674257642,0.673747125,0.673704262,1.735010106,2.694812486,0.959577813,0,0.32193008,0.500020834,0.178049085,0,-0.010992944,0.032608784,0.031509205,0.041806425,0.047350952,3,57,54,18.21266562,14.99046785,8,1,87,86,70.00426679,22.90015704,87,6.941,138.90547,131.96447,40.4390643,35.63828631,15.9994,54.8,2750,2695.2,745.9584999,954.8995417,54.8,1,16,15,12.12643162,5.219270219,16,2,6,4,2.918931058,1.312463851,2,66,207,141,99.15809567,44.67742511,66,0.98,3.44,2.46,2.783898495,0.884035263,3.44,1,2,1,1.735010106,0.389540501,2,0,4,4,2.694812486,1.758617805,4,0,4,4,0.959577813,1.370517604,0,0,0,0,0,0,0,1,6,5,5.389400404,0.822725707,6,0,1,1,0.264989894,0.389540501,0,0,2,2,1.347406243,0.879308902,2,0,9,9,1.899169099,2.712489439,0,0,0,0,0,0,0,1,9,8,3.511565237,2.239738358,2,9.105,36.8975,27.7925,13.14952111,5.449612993,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,80.66067819,92.51382645,12
1,5,0.672330975,0.645948025,0.641845833,0.641716946,0.641711291,1.909090909,3.085561497,0.139037433,0,0.371875,0.601041667,0.027083333,0,0.030224758,0.033515151,0.015445569,0.035999203,0.04359699,3,22,19,9.828877005,3.588835826,8,1,87,86,74.95721925,18.03654666,87,6.941,47.867,40.926,20.2047039,7.80876401,15.9994,54.8,1941,1886.2,297.1926203,311.092133,54.8,1,16,15,13.52941176,3.642654923,16,2,4,2,2.336898396,0.493637222,2,66,160,94,86.80748663,26.70479568,66,0.98,3.44,2.46,2.815240642,0.801830192,3.44,1,2,1,1.909090909,0.165289256,2,0,4,4,3.085561497,1.173610913,4,0,2,2,0.139037433,0.258743458,0,0,0,0,0,0,0,1,6,5,5.13368984,1.111841917,6,0,1,1,0.090909091,0.165289256,0,0,5,5,1.951871658,0.626268981,2,0,8,8,0.556149733,1.034973834,0,0,0,0,0,0,0,1,8,7,2.598930481,1.059395465,2,9.105,22.5702381,13.4652381,12.74932518,4.677208793,9.105,0,1.625,1.625,0.260695187,0.43774486,0,0,0.0000225,0.0000225,0.00000157,0.00000292,0,2,229,227,50.7486631,65.37218679,12
1,5,0.686156914,0.660027656,0.655875163,0.655743546,0.655737768,1.912568306,3.300546448,1.010928962,0,0.307287094,0.530289728,0.162423178,0,-0.010150495,0.02661555,0.045745778,0.047925902,0.051959775,3,32,29,11.28415301,5.484069396,8,1,87,86,78.86885246,12.04264087,87,6.941,72.64,65.699,23.66252546,12.42573647,15.9994,54.8,2180,2125.2,268.4522951,280.1997313,54.8,1,16,15,14.42076503,2.261040939,16,2,4,2,2.382513661,0.556003464,2,66,139,73,83.33879781,22.73940697,66,0.98,3.44,2.46,2.898306011,0.710418346,3.44,1,2,1,1.912568306,0.159574786,2,0,4,4,3.300546448,0.917316134,4,0,10,10,1.010928962,1.800889844,0,0,0,0,0,0,0,1,14,13,6.224043716,1.444713189,6,0,1,1,0.087431694,0.159574786,0,0,4,4,2.174863388,0.609633014,2,0,5,5,0.081967213,0.161246977,0,0,0,0,0,0,0,1,6,5,2.344262295,0.64247962,2,9.105,23.005,13.9,13.16981135,5.395811972,9.105,0,1.625,1.625,0.301972678,0.448833707,0,0,0,0,0,0,0,2,229,227,49.12021858,64.13150587,12
1,5,0.686156914,0.660027656,0.655875163,0.655743546,0.655737768,1.928961749,3.300546448,1.027322404,0,0.308296943,0.527510917,0.16419214,0,-0.009205188,0.025980737,0.045745778,0.054509619,0.057863766,3,32,29,11.31693989,5.531726836,8,1,87,86,78.96721311,11.86311923,87,6.941,72.64,65.699,23.72562219,12.51745083,15.9994,54.8,1811,1756.2,262.4031148,272.26638,54.8,1,16,15,14.45355191,2.207291947,16,2,4,2,2.382513661,0.556003464,2,66,132,66,83.22404372,22.58890979,66,0.98,3.44,2.46,2.901092896,0.706763415,3.44,1,2,1,1.928961749,0.131983636,2,0,4,4,3.300546448,0.917316134,4,0,10,10,1.027322404,1.830093464,0,0,0,0,0,0,0,1,14,13,6.256830601,1.495774732,6,0,1,1,0.071038251,0.131983636,0,0,4,4,2.174863388,0.609633014,2,0,4,4,0.06557377,0.128997581,0,0,0,0,0,0,0,1,4,3,2.31147541,0.59482218,2,9.105,23.005,13.9,13.16227036,5.40075688,9.105,0,1.625,1.625,0.301972678,0.448833707,0,0,2.1106628,2.1106628,0.03460103,0.068067599,0,2,229,227,49.12021858,64.13150587,12
1,6,0.641154207,0.615500421,0.612306206,0.612246404,0.612244905,1.93877551,2.448979592,0.591836735,1.428571429,0.302547771,0.382165605,0.092356688,0.222929936,0.027629817,0.029378571,0.044086671,0.047155002,0.048761074,3,73,70,19.51020408,16.11578509,8,1,87,86,63.83673469,28.36318201,87,6.941,180.94788,174.00688,44.46076327,39.44490562,15.9994,54.8,3290,3235.2,721.0218367,848.5163515,54.8,1,16,15,11.10204082,5.997501041,16,2,6,4,2.979591837,1.319450229,2,66,195,129,105.2244898,48.02998751,66,0.95,3.44,2.49,2.598571429,1.0303207,3.44,1,2,1,1.93877551,0.114952103,2,0,4,4,2.448979592,1.899208663,4,0,6,6,0.591836735,0.942107455,0,0,14,14,1.428571429,2.565597668,0,1,19,18,6.408163265,2.634735527,6,0,1,1,0.06122449,0.114952103,0,0,2,2,1.224489796,0.949604332,2,0,8,8,1.448979592,2.306538942,0,0,0,0,0,0,0,0,8,8,2.734693878,1.781757601,2,9.105,54.23,45.125,16.66122449,9.502923782,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.04307659,0.084391274,0,12,229,217,92.79591837,98.93377759,12
1,5,0.686156914,0.660027656,0.655875163,0.655743546,0.655737768,1.928961749,3.114754098,0.202185792,1.530054645,0.284677419,0.459677419,0.02983871,0.225806452,0.035532825,0.038668321,0.035539119,0.051760327,0.062116327,3,72,69,15.7704918,12.257816,8,1,87,86,75.57923497,17.41109021,87,6.941,178.49,171.549,35.51149869,31.13661668,15.9994,54.8,2506,2451.2,384.7156831,454.7798083,54.8,1,16,15,13.44262295,3.86455254,16,2,6,4,2.601092896,0.873719729,2,66,187,121,89.23497268,30.47209531,66,0.98,3.44,2.46,2.825956284,0.805303234,3.44,1,2,1,1.928961749,0.131983636,2,0,4,4,3.114754098,1.160978232,4,0,2,2,0.202185792,0.360177969,0,0,14,14,1.530054645,2.725671116,0,1,18,17,6.775956284,2.420556003,6,0,1,1,0.071038251,0.131983636,0,0,3,3,1.803278689,0.650362806,2,0,9,9,0.890710383,1.586729971,0,0,0,0,0,0,0,1,9,8,2.765027322,1.25408343,2,9.105,28.865,19.76,13.38478402,5.612831505,9.105,0,1.625,1.625,0.266393443,0.445444773,0,0,0.0022471,0.0022471,0.0000368,0.0000725,0,2,229,227,45.66666667,58.46994536,12
1,5,0.686156914,0.660027656,0.655875163,0.655743546,0.655737768,1.912568306,3.114754098,0.267759563,0,0.36119711,0.588235294,0.050567595,0,-0.029850953,0.047413767,0.041470244,0.048438159,0.052881176,3,24,21,10.35519126,4.133775269,8,1,87,86,75.52459016,17.50067186,87,6.941,51.9961,45.0551,21.36120852,9.080652828,15.9994,54.8,2180,2125.2,336.2293443,375.294007,54.8,1,16,15,13.49180328,3.783929051,16,2,4,2,2.382513661,0.556003464,2,66,160,94,87.05464481,27.61264893,66,0.98,3.44,2.46,2.854644809,0.767678939,3.44,1,2,1,1.912568306,0.159574786,2,0,4,4,3.114754098,1.160978232,4,0,5,5,0.267759563,0.476992445,0,0,0,0,0,0,0,1,6,5,5.295081967,0.947594733,6,0,1,1,0.087431694,0.159574786,0,0,3,3,1.803278689,0.650362806,2,0,8,8,0.825136612,1.469915495,0,0,0,0,0,0,0,1,8,7,2.715846995,1.182597271,2,9.105,22.5702381,13.4652381,12.583172,4.607214821,9.105,0,1.625,1.625,0.266393443,0.445444773,0,0,0.0000225,0.0000225,0.00000209,0.0000038,0,2,229,227,46.24043716,59.41055272,12
1,4,0.723431687,0.691468381,0.683467194,0.682949231,0.682905777,1.751877988,2.731618484,0.979512861,0,0.320680028,0.500020834,0.179299137,0,-0.003476824,0.028904499,0.0356996,0.043020767,0.047742649,3,57,54,18.78921011,15.38295435,8,1,87,86,71.02868199,21.81377374,87,6.941,138.90547,131.96447,41.79777542,36.66389075,15.9994,54.8,2750,2695.2,754.9991122,968.6843418,54.8,1,16,15,12.29205554,5.064344808,16,2,6,4,2.958798088,1.348821348,2,66,207,141,99.30366492,45.48645334,66,0.98,3.44,2.46,2.809355793,0.861339686,3.44,1,2,1,1.751877988,0.373114959,2,0,4,4,2.731618484,1.732367197,4,0,4,4,0.979512861,1.37796255,0,0,0,0,0,0,0,1,6,5,5.463009333,0.733426816,6,0,1,1,0.248122012,0.373114959,0,0,2,2,1.365809242,0.866183598,2,0,9,9,1.986569542,2.794673292,0,0,0,0,0,0,0,1,9,8,3.600500797,2.292532421,2,9.105,36.8975,27.7925,13.2411433,5.64918274,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,78.39562941,90.68376428,12
1,5,0.690036393,0.663708285,0.65948071,0.659346579,0.659340723,1.934065934,3.131868132,0.208791209,1.384615385,0.290429043,0.47029703,0.031353135,0.207920792,0.039673601,0.041272155,0.028442146,0.056919956,0.067944616,3,72,69,15.49450549,11.69351528,8,1,87,86,75.69230769,17.32037194,87,6.941,178.49,171.549,34.74211297,29.62405979,15.9994,54.8,2506,2451.2,385.9630769,459.3347422,54.8,1,16,15,13.51648352,3.76403816,16,2,6,4,2.593406593,0.860765608,2,66,190,124,88.98901099,30.31517933,66,0.98,3.44,2.46,2.835714286,0.796860283,3.44,1,2,1,1.934065934,0.12317353,2,0,4,4,3.131868132,1.144789277,4,0,2,2,0.208791209,0.37169424,0,0,14,14,1.384615385,2.495350803,0,1,18,17,6.659340659,2.243207342,6,0,1,1,0.065934066,0.12317353,0,0,3,3,1.813186813,0.637604154,2,0,9,9,0.89010989,1.584591233,0,0,0,0,0,0,0,1,9,8,2.769230769,1.247675402,2,9.105,32.365,23.26,13.36899529,5.622850932,9.105,0,1.625,1.625,0.267857143,0.447409733,0,0,0,0,0,0,0,2,229,227,44.65934066,57.13078131,12
1,5,0.686156914,0.660027656,0.655875163,0.655743546,0.655737768,1.928961749,3.114754098,0.202185792,1.300546448,0.294657763,0.475792988,0.030884808,0.198664441,0.035108665,0.038493552,0.035539119,0.057027134,0.067774305,3,72,69,15.24590164,11.32330019,8,1,87,86,75.10382514,18.1904506,87,6.941,178.49,171.549,34.10066344,28.62332548,15.9994,54.8,2506,2451.2,382.4697814,451.0980023,54.8,1,16,15,13.44262295,3.86455254,16,2,6,4,2.584699454,0.849891009,2,66,190,124,89.28415301,30.53659411,66,0.98,3.44,2.46,2.825136612,0.806378214,3.44,1,2,1,1.928961749,0.131983636,2,0,4,4,3.114754098,1.160978232,4,0,2,2,0.202185792,0.360177969,0,0,14,14,1.300546448,2.359461316,0,1,18,17,6.546448087,2.127982323,6,0,1,1,0.071038251,0.131983636,0,0,3,3,1.803278689,0.650362806,2,0,9,9,0.890710383,1.586729971,0,0,0,0,0,0,0,1,9,8,2.765027322,1.25408343,2,9.105,32.365,23.26,13.44216107,5.688080095,9.105,0,1.625,1.625,0.266393443,0.445444773,0,0,0,0,0,0,0,2,229,227,45.66666667,58.46994536,12
1,5,0.694090665,0.667453803,0.663126905,0.662989447,0.662983489,1.939226519,3.154696133,0.209944751,0,0.365625,0.594791667,0.039583333,0,-0.024048612,0.044645566,0.052374292,0.06446393,0.0694208,3,22,19,10.35359116,4.014590519,8,1,87,86,76.41436464,16.21928513,87,6.941,47.867,40.926,21.33672043,8.826866043,15.9994,54.8,1941,1886.2,325.4036464,361.4977565,54.8,1,16,15,13.64640884,3.569488111,16,2,4,2,2.38121547,0.551814658,2,66,160,94,86.73480663,27.49366625,66,0.98,3.44,2.46,2.873756906,0.750819572,3.44,1,2,1,1.939226519,0.114160129,2,0,4,4,3.154696133,1.120844907,4,0,2,2,0.209944751,0.375812704,0,0,0,0,0,0,0,1,6,5,5.303867403,0.923048747,6,0,1,1,0.060773481,0.114160129,0,0,5,5,1.850828729,0.613534385,2,0,8,8,0.839779006,1.503250817,0,0,0,0,0,0,0,1,8,7,2.751381215,1.209181649,2,9.105,22.5702381,13.4652381,12.62886083,4.672522642,9.105,0,1.625,1.625,0.269337017,0.449391044,0,0,0.0000225,0.0000225,0.00000237,0.00000423,0,2,229,227,43.8121547,56.04224535,12
1,6,0.686527413,0.663165599,0.659471407,0.659346421,0.659340722,1.934065934,3.230769231,0.549450549,0,0.338461538,0.565384615,0.096153846,0,-0.023076428,0.038127808,0.020504097,0.032084387,0.038996593,3,32,29,10.7032967,4.580606207,8,1,87,86,77.74725275,14.04323149,87,6.941,72.64,65.699,22.23179086,10.23490543,15.9994,54.8,1941,1886.2,288.5023077,308.1788673,54.8,1,16,15,14.06593407,2.858350441,16,2,4,2,2.373626374,0.541963531,2,66,160,94,84.98901099,25.04045405,66,0.98,3.44,2.46,2.884395604,0.732665137,3.44,1,2,1,1.934065934,0.12317353,2,0,4,4,3.230769231,1.014370245,4,0,10,10,0.549450549,0.990218573,0,0,0,0,0,0,0,1,14,13,5.714285714,1.105180534,6,0,1,1,0.065934066,0.12317353,0,0,5,5,2.043956044,0.552107233,2,0,8,8,0.43956044,0.830817534,0,0,0,0,0,0,0,1,8,7,2.549450549,0.928873324,2,9.105,23.005,13.9,12.92707221,5.040095227,9.105,0,1.625,1.625,0.284692308,0.450502113,0,0,0.0000225,0.0000225,0.00000124,0.00000234,0,2,229,227,46.36263736,59.93841324,12
