formula,source,temperature,target,log_target,family,ChemicalFamily,s,composition,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Li6Sr0.5Ba0.5La2Ta2O12,10.1149/1.2800764,150,0.00163,-2.787812396,Garnet,,1,Li6 Sr0.5 Ba0.5 La2 Ta2 O12,6,0.596936096,0.544138328,0.524986196,0.522320017,0.521790061,1.739130435,2.086956522,0.347826087,1.217391304,0.322580645,0.387096774,0.064516129,0.225806452,-0.032574382,0.047674785,0.041278265,0.047557242,0.0516323,3,73,70,18.30434783,18.73724008,8,1,87,86,51.32608696,37.22495274,87,6.941,180.94788,174.00688,42.86169565,46.77145406,15.9994,54.8,3290,3235.2,581.3365217,616.0275992,54.8,1,16,15,9.391304348,6.896030246,16,2,6,4,2.847826087,1.327032136,2,66,215,149,109.5217391,45.41398866,66,0.89,3.44,2.55,2.316521739,1.172325142,3.44,1,2,1,1.739130435,0.38563327,2,0,4,4,2.086956522,1.996219282,4,0,3,3,0.347826087,0.574669187,0,0,14,14,1.217391304,2.223062382,0,1,19,18,5.391304348,3.001890359,6,0,1,1,0.260869565,0.38563327,0,0,2,2,1.043478261,0.998109641,2,0,9,9,1.391304348,2.298676749,0,0,0,0,0,0,0,0,9,9,2.695652174,1.844990548,2,9.105,63.59,54.485,16.42456522,7.637807183,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,112.6521739,105.0283554,12
La0.57Li0.29TiO3,10.1016/j.jpowsour.2012.11.098,26.85,0.0016,-2.795880017,Perovskite,Oxides,1,La0.57 Li0.29 Ti1 O3,4,0.663847364,0.626367594,0.617822673,0.617325059,0.617285,1.940329218,2.469135802,0.528806584,0,0.392916667,0.5,0.107083333,0,0.035569448,0.040002149,0.02538026,0.033031364,0.0372104,3,57,54,16.32921811,11.87371505,8,1,87,86,64.13580247,28.22740436,87,6.941,138.90547,131.96447,36.43090698,28.7434543,15.9994,54.8,1941,1886.2,600.2016667,690.8203224,54.8,1,16,15,11.11111111,6.035665295,16,2,6,4,2.880658436,1.192331792,2,66,207,141,105.5781893,48.8619621,66,0.98,3.44,2.46,2.62781893,1.002692679,3.44,1,2,1,1.940329218,0.112220359,2,0,4,4,2.469135802,1.889955799,4,0,2,2,0.528806584,0.71595624,0,0,0,0,0,0,0,1,6,5,4.938271605,1.310775796,6,0,1,1,0.059670782,0.112220359,0,0,2,2,1.234567901,0.9449779,2,0,9,9,2.701646091,3.657784213,0,0,0,0,0,0,0,1,9,8,3.995884774,2.82158885,2,9.105,36.8975,27.7925,14.37214849,6.502652458,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.64E-06,7.36E-06,0,12,229,217,83.74279835,88.57135599,12
LiTa2PO8,10.1039/C8TA09170F,25,0.0016,-2.795880017,Other,Oxides,1,Li1 Ta2 P1 O8,4,0.697216689,0.67097899,0.666804956,0.66667257,0.66666673,1.916666667,2.916666667,0.5,2.333333333,0.25,0.380434783,0.065217391,0.304347826,0.016311492,0.022086087,0.042946996,0.049720886,0.059635307,3,73,70,19,18,8,1,87,86,73,20.33333333,87,6.941,180.94788,174.00688,43.98381017,45.65468994,15.9994,54.8,3290,3235.2,649.1158333,880.2947222,54.8,1,16,15,12.83333333,4.583333333,16,2,6,4,2.75,1.125,2,66,170,104,91.91666667,34.55555556,66,0.98,3.44,2.46,2.8075,0.843333333,3.44,1,2,1,1.916666667,0.152777778,2,0,4,4,2.916666667,1.458333333,4,0,3,3,0.5,0.833333333,0,0,14,14,2.333333333,3.888888889,0,1,19,18,7.666666667,3.777777778,6,0,1,1,0.083333333,0.152777778,0,0,3,3,1.583333333,0.791666667,2,0,7,7,1.166666667,1.944444444,0,0,0,0,0,0,0,1,7,6,2.833333333,1.416666667,2,9.105,22.5702381,13.4652381,12.35363095,4.331507936,9.105,0,1.625,1.625,0.135416667,0.248263889,0,0,0,0,0,0,0,2,229,227,65.41666667,81.79166667,12
Li9.6P3S12,10.1038/nenergy.2016.30,24.85,0.00158,-2.801342913,Thio-LISICON,Sulphides,1,Li9.6 P3 S12,3,0.636487237,0.561804299,0.516331578,0.501257803,0.492805579,1.609756098,2.317073171,0,0,0.409937888,0.590062112,0,0,-0.01823022,0.029070359,0.078768602,0.095514552,0.10534822,3,16,13,10.80487805,6.091612136,16,1,88,87,53.43902439,40.92801904,88,6.941,32.065,25.124,22.12743439,11.85282684,32.065,317.3,453.69,136.39,405.1887805,37.85461035,388.36,1,16,15,10.02439024,7.043426532,16,2,3,1,2.609756098,0.475907198,3,105,128,23,114.2195122,10.75550268,105,0.98,2.58,1.6,1.90804878,0.724330756,2.58,1,2,1,1.609756098,0.475907198,2,0,4,4,2.317073171,1.808447353,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,3.926829268,2.284354551,6,0,1,1,0.390243902,0.475907198,0,0,3,3,1.341463415,1.046995836,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.731707317,0.571088638,2,16.59333333,25.786875,9.193541667,21.80687863,4.069108524,25.786875,0,2.202,2.202,1.272317073,0.99302796,2.202,0,0,0,0,0,0,2,229,227,123.7560976,82.14158239,70
LiP0.65I0.35O1.95,10.1007/s11581-008-0252-x,110.18,0.00158,-2.801342913,Glass,,1,Li1 P0.65 I0.35 O1.95,4,0.585434485,0.521331176,0.497536406,0.494358482,0.493733788,1.746835443,2.911392405,0.886075949,0,0.315068493,0.525114155,0.159817352,0,0,0,0.106255102,0.113425346,0.120180264,3,53,50,11.87341772,8.31725685,8,1,96,95,65.36708861,32.59093094,87,6.941,126.90447,119.96347,25.99730122,19.52010561,15.9994,54.8,453.69,398.89,228.4031646,171.4056561,54.8,1,17,16,12.12658228,5.633712546,16,2,5,3,2.430379747,0.642845698,2,66,139,73,94.91139241,28.54542541,66,0.98,3.44,2.46,2.542405063,0.907072585,3.44,1,2,1,1.746835443,0.378144528,2,0,5,5,2.911392405,1.474122737,4,0,10,10,0.886075949,1.615125781,0,0,0,0,0,0,0,1,17,16,5.544303797,2.480051274,6,0,1,1,0.253164557,0.378144528,0,0,3,3,1.569620253,0.895689793,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.82278481,0.56240987,2,9.105,43.015,33.91,16.22126281,7.026183533,9.105,0,1.625,1.625,0.361506329,0.539971479,0,0,0,0,0,0,0,2,229,227,69.89873418,80.55760295,12
Li3O(Cl0.5Br0.5),10.1021/ja305709z,90.59,0.00158,-2.801342913,Anti-Perovskite,,1,Li3 O1 Cl0.5 Br0.5,4,0.64807407,0.609119935,0.600523776,0.600039797,0.600001018,1.4,1.8,1,0,0.333333333,0.428571429,0.238095238,0,0,0,0.205480467,0.294296431,0.356951418,3,35,32,8.6,6.96,3,1,95,94,36.9,43.08,1,6.941,79.904,72.963,18.90018,15.511328,6.941,54.8,453.69,398.89,326.914,152.1312,453.69,1,17,16,7.2,7.44,1,2,4,2,2.3,0.48,2,66,128,62,112.2,20.52,128,0.98,3.44,2.46,1.888,1.0896,0.98,1,2,1,1.4,0.48,1,0,5,5,1.8,2.16,0,0,10,10,1,1.8,0,0,0,0,0,0,0,1,17,16,4.2,3.84,1,0,1,1,0.6,0.48,1,0,2,2,0.6,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.2,0.32,1,9.105,29.48,20.375,17.17475,3.9256,16.59333333,0,2.493,2.493,0.395,0.632,0,0,0,0,0,0,0,12,229,217,152.6,91.68,229
Li0.34La0.56TiO3,10.1016/S0167-2738(98)00070-8,25,0.00153,-2.815308569,Perovskite,Oxides,1,Li0.34 La0.56 Ti1 O3,4,0.659066774,0.621293573,0.612777916,0.612285594,0.612245938,1.930612245,2.448979592,0.52244898,0,0.393838468,0.49958368,0.106577852,0,0.034057142,0.03803516,0.033493862,0.036212388,0.0386657,3,57,54,16.11020408,11.7502374,8,1,87,86,63.59591837,28.65805914,87,6.941,138.90547,131.96447,35.9208578,28.41531634,15.9994,54.8,1941,1886.2,597.4968571,684.4836338,54.8,1,16,15,11.0244898,6.092461474,16,2,6,4,2.865306122,1.179641816,2,66,207,141,105.6,48.48979592,66,0.98,3.44,2.46,2.614122449,1.011278634,3.44,1,2,1,1.930612245,0.129146189,2,0,4,4,2.448979592,1.899208663,4,0,2,2,0.52244898,0.712236568,0,0,0,0,0,0,0,1,6,5,4.902040816,1.344439817,6,0,1,1,0.069387755,0.129146189,0,0,2,2,1.224489796,0.949604332,2,0,9,9,2.66122449,3.627955019,0,0,0,0,0,0,0,1,9,8,3.955102041,2.804098292,2,9.105,36.8975,27.7925,14.34884354,6.421032903,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.60E-06,7.32E-06,0,12,229,217,85,89.3877551,12
Li6SrLa2Ta2O12,10.1149/1.2800764,149,0.0015,-2.823908741,Garnet,,1,Li6 Sr1 La2 Ta2 O12,5,0.597727265,0.544207716,0.524986579,0.522320019,0.521790061,1.739130435,2.086956522,0.347826087,1.217391304,0.322580645,0.387096774,0.064516129,0.225806452,-0.031289897,0.045052735,0.031201522,0.04048148,0.046002863,3,73,70,17.91304348,18.12476371,8,1,87,86,51.30434783,37.24763705,87,6.941,180.94788,174.00688,41.7811087,45.08010057,15.9994,54.8,3290,3235.2,582.4234783,617.7289225,54.8,1,16,15,9.391304348,6.896030246,16,2,6,4,2.826086957,1.293005671,2,66,207,141,109.0869565,44.96030246,66,0.95,3.44,2.49,2.317826087,1.170964083,3.44,1,2,1,1.739130435,0.38563327,2,0,4,4,2.086956522,1.996219282,4,0,3,3,0.347826087,0.574669187,0,0,14,14,1.217391304,2.223062382,0,1,19,18,5.391304348,3.001890359,6,0,1,1,0.260869565,0.38563327,0,0,2,2,1.043478261,0.998109641,2,0,9,9,1.391304348,2.298676749,0,0,0,0,0,0,0,0,9,9,2.695652174,1.844990548,2,9.105,54.23,45.125,16.22108696,7.425482042,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,112.5652174,104.9376181,12
Sm0.52Li0.38TiO2.97,10.1016/0167-2738(94)90310-7,25,0.0015,-2.823908741,Perovskite,Oxides,1,Sm0.52 Li0.38 Ti1 O2.97,4,0.656946212,0.618995028,0.610407323,0.609899482,0.609857407,1.921971253,2.439425051,0.410677618,0.640657084,0.35508346,0.450682853,0.075872534,0.118361153,0.032014087,0.037464035,0.028565813,0.036609181,0.040676638,3,62,59,16.25051335,12.13109639,8,1,87,86,64.42094456,27.53995674,87,6.941,150.36,143.419,36.18275113,29.18128061,15.9994,54.8,1941,1886.2,610.997577,702.9501778,54.8,1,16,15,10.97741273,6.126112603,16,2,6,4,2.837782341,1.152595828,2,66,198,132,104.2340862,46.6345939,66,0.98,3.44,2.46,2.615523614,1.005624175,3.44,1,2,1,1.921971253,0.143880524,2,0,4,4,2.439425051,1.903452812,4,0,2,2,0.410677618,0.65269913,0,0,6,6,0.640657084,1.144500335,0,1,8,7,5.412731006,1.268816751,6,0,1,1,0.078028747,0.143880524,0,0,2,2,1.219712526,0.951726406,2,0,8,8,1.642710472,2.610796521,0,0,8,8,0.854209446,1.526000447,0,1,8,7,3.794661191,2.625098558,2,9.105,33.23,24.125,13.8227755,5.754329866,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.63E-06,7.35E-06,0,12,229,217,82.74743326,86.29153051,12
Li6.25P0.75Si0.25S5Br,10.1039/c7ta08581h,25,0.0015,-2.823908741,Argyrodite,Sulphides and Other Anions,1,Li6.25 P0.75 Si0.25 S5 Br1,5,0.611681701,0.542097471,0.499219241,0.484703518,0.476533656,1.528301887,2.094339623,0.754716981,0,0.349137931,0.478448276,0.172413793,0,0,0,0.102818074,0.106923048,0.109776396,3,35,32,11.20754717,7.742969028,3,1,95,94,47.01886792,43.41402634,1,6.941,79.904,72.963,23.68769408,15.798768,6.941,265.8,1687,1421.2,430.4066038,69.38408686,453.69,1,17,16,8.905660377,7.458170167,1,2,4,2,2.603773585,0.569597722,2,105,128,23,117.2075472,10.60306159,128,0.98,2.96,1.98,1.819056604,0.791562834,0.98,1,2,1,1.528301887,0.498398006,1,0,5,5,2.094339623,1.979352083,0,0,10,10,0.754716981,1.395514418,0,0,0,0,0,0,0,1,17,16,4.377358491,3.200427198,1,0,1,1,0.471698113,0.498398006,1,0,4,4,1.075471698,1.025987896,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.547169811,0.598789605,1,16.59333333,29.48,12.88666667,21.44606694,4.616015359,16.59333333,0,2.202,2.202,1.047471698,0.99853827,0,0,0,0,0,0,0,2,229,227,143.6603774,83.65396938,229
(Li2S)9(LaOI),10.1016/j.ssi.2008.01.072,210,0.00145,-2.838631998,Glass-Ceramic,,1,Li18 S9 La1 O1 I1,5,0.673300329,0.624120244,0.603704171,0.600667412,0.600058568,1.4,1.5,0.366666667,0,0.428571429,0.459183673,0.112244898,0,0,0,0.058708705,0.068554464,0.072873645,3,57,54,10.53333333,9.208888889,3,1,96,95,33.53333333,40.40888889,1,6.941,138.90547,131.96447,23.17774467,19.96264991,6.941,54.8,1193,1138.2,443.2103333,62.56157778,453.69,1,17,16,6.6,6.96,1,2,6,4,2.533333333,0.675555556,2,66,207,141,122.0333333,13.95555556,128,0.98,3.44,2.46,1.602,0.779866667,0.98,1,2,1,1.4,0.48,1,0,5,5,1.5,1.9,0,0,10,10,0.366666667,0.684444444,0,0,0,0,0,0,0,1,17,16,3.266666667,2.737777778,1,0,1,1,0.6,0.48,1,0,2,2,0.7,0.886666667,0,0,9,9,0.3,0.58,0,0,0,0,0,0,0,1,9,8,1.6,0.76,1,9.105,43.015,33.91,20.6593125,5.6494625,16.59333333,0,2.202,2.202,0.696,0.928,0,0,0,0,0,0,0,12,229,217,167.4,75.69333333,229
(Li2S)50(P2S5)17(LiBH4)33,10.1016/j.jpowsour.2012.12.001,25,0.00143,-2.844663963,Glass,Sulphides and Other Anions,1,Li133 S135 P34 B33 H132,5,0.50484041,0.413260211,0.355779063,0.334117526,0.31879126,1.43254818,1.445396146,0,0,0.497767857,0.502232143,0,0,0,0,0.319131515,0.321957604,0.324409742,1,16,15,7.207708779,6.21797523,16,1,92,91,62.85867238,35.23427591,88,1.00794,32.065,31.05706,14.54999355,12.51791862,32.065,14.01,2348,2333.99,434.4558672,281.3922743,388.36,1,16,15,7.203426124,7.04029089,16,1,3,2,2.079229122,0.666425175,3,31,128,97,89.29550321,33.70346051,105,0.98,2.58,1.6,1.950364026,0.5527127,2.58,1,2,1,1.43254818,0.490900504,2,0,4,4,1.445396146,1.703332126,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,2.877944325,2.131285851,6,0,1,1,0.56745182,0.490900504,0,0,5,5,1.149892934,1.305017676,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1.717344754,0.814117172,2,6.615,25.786875,19.171875,16.2000044,6.694339296,25.786875,0,7.853,7.853,3.082244111,2.696958361,2.202,0,0,0,0,0,0,2,229,227,152.1648822,69.36987193,70
Li4.275Ga0.25Ge0.61S4,10.1016/S0167-2738(00)00277-0,127,0.00141,-2.850165303,Thio-LISICON,Sulphides,1,Li4.275 Ga0.25 Ge0.61 S4,4,0.644941262,0.571608302,0.521426408,0.501717047,0.487808669,1.532019704,1.91242474,0.941434045,0,0.349307376,0.436041433,0.214651192,0,0.007756851,0.008965849,0.038122473,0.043469922,0.051517277,3,32,29,11.39518336,7.857560781,3,1,88,87,46.3015873,42.40050043,1,6.941,72.64,65.699,24.04750137,16.01101113,6.941,302.91,1211.4,908.49,471.5540504,98.80810712,453.69,1,16,15,8.764641489,7.267398438,1,2,4,2,2.626163109,0.586063994,2,105,128,23,117.2304324,10.71083297,128,0.98,2.58,1.6,1.772096333,0.741370952,0.98,1,2,1,1.532019704,0.497949477,1,0,4,4,1.91242474,1.839895336,0,0,10,10,0.941434045,1.705608478,0,0,0,0,0,0,0,1,14,13,4.385878489,3.169048832,1,0,1,1,0.467980296,0.497949477,1,0,5,5,1.279693487,1.197742672,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1.747673782,0.699793195,1,16.59333333,25.786875,9.193541667,21.10907772,4.349797854,16.59333333,0,2.202,2.202,0.989778872,1.061605804,0,0,0,0,0,0,0,64,229,165,154.5949644,79.04293351,229
Li6.25Ba1.25La1.75Ta2O12,10.1007/s11581-007-0097-8,127,0.0014,-2.853871964,Garnet,,1,Li6.25 Ba1.25 La1.75 Ta2 O12,5,0.595489269,0.540765954,0.520046691,0.516892581,0.516204797,1.731182796,2.064516129,0.333333333,1.204301075,0.324596774,0.387096774,0.0625,0.225806452,-0.039451448,0.057404201,0.045613456,0.046823247,0.051332561,3,73,70,18.51612903,19.19736386,8,1,87,86,50.76344086,37.4054804,87,6.941,180.94788,174.00688,43.52744656,48.08618062,15.9994,54.8,3290,3235.2,576.8134409,605.0479824,54.8,1,16,15,9.290322581,6.926118626,16,2,6,4,2.860215054,1.350445138,2,66,215,149,110.2365591,45.66354492,66,0.89,3.44,2.55,2.298602151,1.178217135,3.44,1,2,1,1.731182796,0.39310903,2,0,4,4,2.064516129,1.997918835,4,0,3,3,0.333333333,0.559139785,0,0,14,14,1.204301075,2.201410568,0,1,19,18,5.333333333,3.039426523,6,0,1,1,0.268817204,0.39310903,0,0,2,2,1.032258065,0.998959417,2,0,9,9,1.279569892,2.146375304,0,0,0,0,0,0,0,0,9,9,2.580645161,1.726673604,2,9.105,63.59,54.485,16.91468638,8.234382202,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,114.3655914,105.6677072,12
Li3Fe(MoO4)3,10.1039/B301189e,600,0.0014,-2.853871964,Lysonite,,1,Li3 Fe1 Mo3 O12,4,0.671955018,0.638209866,0.631825972,0.631589963,0.631579068,1.684210526,2.526315789,1.105263158,0,0.316831683,0.475247525,0.207920792,0,-0.022523263,0.023427042,0.038968848,0.045484588,0.052360502,3,42,39,13.52631579,10.30470914,8,1,87,86,65.89473684,26.65927978,87,6.941,95.96,89.019,29.29162105,23.84826482,15.9994,54.8,2896,2841.2,658.8247368,827.7580055,54.8,1,16,15,11.63157895,5.51800554,16,2,5,3,2.578947368,0.914127424,2,66,154,88,93.15789474,34.30470914,66,0.98,3.44,2.46,2.764736842,0.852963989,3.44,1,2,1,1.684210526,0.432132964,2,0,4,4,2.526315789,1.861495845,4,0,6,6,1.105263158,1.745152355,0,0,0,0,0,0,0,1,8,7,5.315789474,1.362880886,6,0,1,1,0.315789474,0.432132964,0,0,2,2,1.263157895,0.930747922,2,0,5,5,1,1.578947368,0,0,0,0,0,0,0,1,6,5,2.578947368,1.229916898,2,9.105,16.59333333,7.488333333,11.41263158,2.986759003,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.111087516,0.210481609,0,12,229,217,91.94736842,100.9861496,12
Li5Nd3Sb2O12,10.1016/j.ssi.2008.01.002,207,0.00139,-2.8569852,Garnet,,1,Li5 Nd3 Sb2 O12,4,0.613215344,0.561795146,0.546937065,0.545629307,0.545463201,1.772727273,2.454545455,0.909090909,0.545454545,0.312,0.432,0.16,0.096,-0.01756687,0.030589645,0.025427143,0.047702193,0.05433429,3,60,57,17.86363636,17.51652893,8,1,87,86,58,36.54545455,87,6.941,144.242,137.301,41.0429,42.82104545,15.9994,54.8,1294,1239.2,391.6186364,367.4385124,54.8,1,16,15,10.72727273,6.52892562,16,2,6,4,2.818181818,1.26446281,2,66,201,135,105.1363636,42.69421488,66,0.98,3.44,2.46,2.440909091,1.089917355,3.44,1,2,1,1.772727273,0.351239669,2,0,4,4,2.454545455,1.785123967,4,0,10,10,0.909090909,1.652892562,0,0,4,4,0.545454545,0.94214876,0,1,15,14,5.681818182,2.128099174,6,0,1,1,0.227272727,0.351239669,0,0,3,3,1.363636364,0.991735537,2,0,0,0,0,0,0,0,10,10,1.363636364,2.355371901,0,1,10,9,2.954545455,1.929752066,2,9.105,34.81,25.705,16.35348485,7.907438017,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,100.1363636,96.14876033,12
Li6PS5Cl,10.1016/j.ssi.2012.06.008,50.47,0.00132,-2.879426069,Argyrodite,,1,Li6 P1 S5 Cl1,4,0.610557995,0.538461538,0.493816788,0.478056718,0.468500468,1.538461538,2.153846154,0,0,0.416666667,0.583333333,0,0,0,0,0.105127947,0.109202392,0.115811273,3,17,14,10,6.461538462,3,1,94,93,47.92307692,43.31360947,1,6.941,35.453,28.512,20.64598169,12.65075233,6.941,171.6,453.69,282.09,396.3723077,52.90863905,453.69,1,17,16,9.076923077,7.455621302,1,2,3,1,2.538461538,0.49704142,2,102,128,26,115.5384615,11.50295858,128,0.98,3.16,2.18,1.856153846,0.808757396,0.98,1,2,1,1.538461538,0.49704142,1,0,5,5,2.153846154,1.98816568,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,3.692307692,2.485207101,1,0,1,1,0.461538462,0.49704142,1,0,3,3,1.076923077,1.00591716,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.538461538,0.579881657,1,16.59333333,25.786875,9.193541667,21.19708562,4.249617498,16.59333333,0,2.493,2.493,1.163692308,1.074177515,0,0,0,0,0,0,0,2,229,227,137.6923077,84.28402367,229
Li6.55La3Zr2Ga0.9O12,10.1021/cm5008069,24.85,0.0013,-2.886056648,Garnet,Oxides,1,Li6.55 La3 Zr2 Ga0.9 O12,5,0.579439833,0.519119322,0.495568499,0.491807918,0.490912685,1.732106339,2,0.654396728,0,0.394871795,0.455944056,0.149184149,0,0.038132112,0.049278176,0.039780606,0.044643131,0.047428637,3,57,54,16.13701431,15.02589902,8,1,87,86,50.88548057,37.15151743,87,6.941,138.90547,131.96447,36.78410879,36.39172745,15.9994,54.8,2128,2073.2,480.0363395,444.5659143,54.8,1,16,15,9.294478528,6.854906094,16,2,6,4,2.809815951,1.228800482,2,66,207,141,110.8875256,44.06137479,66,0.98,3.44,2.46,2.261267894,1.15703765,3.44,1,2,1,1.732106339,0.392253294,2,0,4,4,2,1.963190184,4,0,10,10,0.654396728,0.992970086,0,0,0,0,0,0,0,1,13,12,4.386503067,2.217923144,6,0,1,1,0.267893661,0.392253294,0,0,5,5,1.165644172,1.101283451,2,0,9,9,1.758691207,2.798081306,0,0,0,0,0,0,0,1,9,8,3.192229039,2.344854697,2,9.105,36.8975,27.7925,16.03274369,6.800239209,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,109.2658487,98.80813479,12
Li1.4Al0.4Ge0.2Ti1.4(PO4)3,10.1016/j.ssi.2013.09.022,25,0.00129,-2.88941029,NASICON,Oxides,1,Li1.4 Al0.4 Ge0.2 Ti1.4 P3 O12,6,0.681236505,0.656244667,0.65230688,0.652179654,0.652173975,1.923913043,3.141304348,0.260869565,0,0.36122449,0.589795918,0.048979592,0,0.045317811,0.045348611,0.025292243,0.046851905,0.051718397,3,32,29,10.19565217,3.958884688,8,1,87,86,76.06521739,16.5879017,87,6.941,72.64,65.699,21.03075551,8.706730856,15.9994,54.8,1941,1886.2,303.1377174,323.9187618,54.8,1,16,15,13.69565217,3.437618147,16,2,4,2,2.358695652,0.522448015,2,66,160,94,86.33695652,26.52646503,66,0.98,3.44,2.46,2.849130435,0.770699433,3.44,1,2,1,1.923913043,0.140595463,2,0,4,4,3.141304348,1.120037807,4,0,10,10,0.260869565,0.47637051,0,0,0,0,0,0,0,1,14,13,5.326086957,1.06758034,6,0,1,1,0.076086957,0.140595463,0,0,5,5,1.945652174,0.592155009,2,0,8,8,0.608695652,1.124763705,0,0,0,0,0,0,0,1,8,7,2.630434783,1.070415879,2,9.105,23.005,13.9,12.75871636,4.765716986,9.105,0,1.625,1.625,0.269108696,0.444614367,0,0,2.25E-05,2.25E-05,1.71E-06,3.17E-06,0,2,229,227,47.67391304,61.42485822,12
