formula,source,temperature,target,log_target,family,ChemicalFamily,s,composition,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Li0.022La0.117Ti0.208Al0.001O0.626,10.1007/BF02378009,30,0.00126,-2.89997427,Perovskite,Oxides,1,Li0.022 La0.117 Ti0.208 Al0.001 O0.626,5,0.68820214,0.651846881,0.64325944,0.642752248,0.64271153,1.977412731,2.571868583,0.547227926,0,0.387993554,0.50463336,0.107373086,0,0.058923203,0.058923203,0.04007445,0.042929947,0.049295436,3,57,54,16.76796715,11.90022726,8,1,87,86,66.75770021,26.03269399,87,6.941,138.90547,131.96447,37.37534284,28.87328453,15.9994,54.8,1941,1886.2,604.238655,713.0609209,54.8,1,16,15,11.5338809,5.743853539,16,2,6,4,2.90862423,1.209011296,2,66,207,141,104.4681725,49.44779461,66,0.98,3.44,2.46,2.695718686,0.95671479,3.44,1,2,1,1.977412731,0.044154169,2,0,4,4,2.571868583,1.835750035,4,0,2,2,0.547227926,0.729262678,0,0,0,0,0,0,0,1,6,5,5.09650924,1.161365946,6,0,1,1,0.022587269,0.044154169,0,0,5,5,1.290554415,0.919553146,2,0,9,9,2.789527721,3.717460967,0,0,0,0,0,0,0,1,9,8,4.102669405,2.842976949,2,9.105,36.8975,27.7925,14.24003166,6.600677242,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.81E-06,7.57E-06,0,12,229,217,77.84907598,84.64378144,12
Li2InTi(PO4)3,10.1016/S0167-2738(96)00565-6,200,0.00122,-2.913640169,NASICON,,1,Li2 In1 Ti1 P3 O12,5,0.663658959,0.636054948,0.6317195,0.631584781,0.631579009,1.894736842,3.052631579,0.631578947,0,0.339622642,0.547169811,0.113207547,0,0.017541922,0.024683277,0.024731242,0.038592838,0.045127659,3,49,46,11.47368421,6.171745152,8,1,87,86,74.36842105,18.74792244,87,6.941,114.818,107.877,24.28847821,14.12251526,15.9994,54.8,1941,1886.2,257.2436842,255.718338,54.8,1,16,15,13.47368421,3.673130194,16,2,5,3,2.421052632,0.620498615,2,66,160,94,87.94736842,27.72299169,66,0.98,3.44,2.46,2.796315789,0.813074792,3.44,1,2,1,1.894736842,0.188365651,2,0,4,4,3.052631579,1.1966759,4,0,10,10,0.631578947,1.130193906,0,0,0,0,0,0,0,1,13,12,5.578947368,1.313019391,6,0,1,1,0.105263158,0.188365651,0,0,5,5,2,0.631578947,2,0,8,8,0.421052632,0.797783934,0,0,0,0,0,0,0,1,8,7,2.526315789,0.986149584,2,9.105,24.26,15.155,13.21617794,5.193066878,9.105,0,1.625,1.625,0.256578947,0.432132964,0,0,2.25E-05,2.25E-05,1.19E-06,2.25E-06,0,2,229,227,49.52631579,62.4099723,12
Li1.3Al0.3Ti1.7(PO4)3,10.1016/j.ssi.2016.07.010,24.85,0.00121,-2.91721463,NASICON,Oxides,1,Li1.3 Al0.3 Ti1.7 P3 O12,5,0.686156914,0.660027656,0.655875163,0.655743546,0.655737768,1.928961749,3.131147541,0.18579235,0,0.367708333,0.596875,0.035416667,0,0.04565375,0.045655986,0.032665714,0.053795257,0.061152919,3,22,19,10.17486339,3.871659351,8,1,87,86,75.91803279,16.85568396,87,6.941,47.867,40.926,20.95113375,8.484587852,15.9994,54.8,1941,1886.2,315.7944262,342.2877721,54.8,1,16,15,13.60655738,3.595807579,16,2,4,2,2.366120219,0.532174744,2,66,160,94,86.75956284,27.22565619,66,0.98,3.44,2.46,2.853825137,0.768753919,3.44,1,2,1,1.928961749,0.131983636,2,0,4,4,3.131147541,1.139478635,4,0,2,2,0.18579235,0.337065902,0,0,0,0,0,0,0,1,6,5,5.245901639,0.988981457,6,0,1,1,0.071038251,0.131983636,0,0,5,5,1.885245902,0.61811341,2,0,8,8,0.743169399,1.348263609,0,0,0,0,0,0,0,1,8,7,2.699453552,1.158768551,2,9.105,22.5702381,13.4652381,12.66989331,4.675269918,9.105,0,1.625,1.625,0.266393443,0.445444773,0,0,2.25E-05,2.25E-05,2.09E-06,3.80E-06,0,2,229,227,46.17486339,59.30305473,12
(Li2S)0.8(P2S5)0.2,10.1016/j.jpowsour.2006.04.037,68,0.00118,-2.928117993,Glass,Sulphides,1,Li1.6 S1.8 P0.4,3,0.642450296,0.566805269,0.517441534,0.498938472,0.486572886,1.578947368,2.210526316,0,0,0.416666667,0.583333333,0,0,0.017239425,0.029279285,0.041159451,0.092451482,0.109738937,3,16,13,10.42105263,6.249307479,16,1,88,87,50.84210526,41.97229917,88,6.941,32.065,25.124,21.37160653,12.15208971,32.065,317.3,453.69,136.39,408.3873684,38.14958449,388.36,1,16,15,9.578947368,7.224376731,16,2,3,1,2.578947368,0.487534626,3,105,128,23,114.8947368,11.03601108,105,0.98,2.58,1.6,1.865263158,0.745484765,2.58,1,2,1,1.578947368,0.487534626,2,0,4,4,2.210526316,1.861495845,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,3.789473684,2.349030471,6,0,1,1,0.421052632,0.487534626,0,0,3,3,1.263157895,1.063711911,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.684210526,0.576177285,2,16.59333333,25.786875,9.193541667,21.57731673,4.197038649,25.786875,0,2.202,2.202,1.214105263,1.022404432,2.202,0,0,0,0,0,0,2,229,227,129.7894737,83.54570637,70
Li1.4Al0.4(Ge0.67Ti0.33)1.6(PO4)3,10.1016/j.ssi.2004.05.009,60,0.00117,-2.931814138,NASICON,,1,Li1.4 Al0.4 Ge1.072 Ti0.528 P3 O12,6,0.679995274,0.656074044,0.652304826,0.652179631,0.652173975,1.923913043,3.236086957,0.64,0,0.331709145,0.557946027,0.110344828,0,-0.026300239,0.041318654,0.041730071,0.043781845,0.04637767,3,32,29,10.66956522,4.649149338,8,1,87,86,77.77130435,13.88560832,87,6.941,72.64,65.699,22.2047803,10.41672347,15.9994,54.8,1941,1886.2,268.5610217,278.818724,54.8,1,16,15,14.16956522,2.65831758,16,2,4,2,2.358695652,0.522448015,2,66,160,94,84.44130435,24.05387524,66,0.98,3.44,2.46,2.871404348,0.741646503,3.44,1,2,1,1.923913043,0.140595463,2,0,4,4,3.236086957,0.996408318,4,0,10,10,0.64,1.168695652,0,0,0,0,0,0,0,1,14,13,5.8,1.216347826,6,0,1,1,0.076086957,0.140595463,0,0,5,5,2.135217391,0.623837807,2,0,8,8,0.229565217,0.445955388,0,0,0,0,0,0,0,1,8,7,2.440869565,0.794310019,2,9.105,23.005,13.9,13.05799244,5.1560771,9.105,0,1.625,1.625,0.287259565,0.447375549,0,0,2.25E-05,2.25E-05,6.47E-07,1.26E-06,0,2,229,227,49.14304348,63.82017958,12
Li0.1Na0.1La0.6TiO3,10.1016/j.ssi.2008.03.015,135,0.00117,-2.931814138,Perovskite,,1,Li0.1 Na0.1 La0.6 Ti1 O3,5,0.671208487,0.634260266,0.625553433,0.62504196,0.625001065,1.958333333,2.5,0.541666667,0,0.391666667,0.5,0.108333333,0,0.03761345,0.041531145,0.036390053,0.040607597,0.045082227,3,57,54,17,12.08333333,8,1,87,86,65.02083333,27.47395833,87,6.941,138.90547,131.96447,37.95865811,29.36517876,15.9994,54.8,1941,1886.2,604.9283333,703.7144444,54.8,1,16,15,11.25,5.9375,16,2,6,4,2.9375,1.2109375,2,66,207,141,106.5833333,50.72916667,66,0.93,3.44,2.51,2.648125,0.98984375,3.44,1,2,1,1.958333333,0.079861111,2,0,4,4,2.5,1.875,4,0,2,2,0.541666667,0.722222222,0,0,0,0,0,0,0,1,6,5,5,1.25,6,0,1,1,0.041666667,0.079861111,0,0,2,2,1.25,0.9375,2,0,9,9,2.791666667,3.722222222,0,0,0,0,0,0,0,1,9,8,4.083333333,2.861111111,2,9.105,36.8975,27.7925,14.73482639,7.037282986,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.69E-06,7.43E-06,0,12,229,217,81.70833333,87.13541667,12
Li5La3Sb2O12,10.1016/j.ssi.2008.01.002,207,0.00116,-2.935542011,Garnet,,1,Li5 La3 Sb2 O12,4,0.613215344,0.561795146,0.546937065,0.545629307,0.545463201,1.772727273,2.454545455,1.045454545,0,0.336206897,0.465517241,0.198275862,0,-0.020344841,0.036122605,0.025427143,0.047702193,0.05433429,3,57,54,17.45454545,16.88429752,8,1,87,86,57.18181818,37.58677686,87,6.941,138.90547,131.96447,40.31519136,41.69640483,15.9994,54.8,1193,1138.2,377.8459091,352.413719,54.8,1,16,15,10.72727273,6.52892562,16,2,6,4,2.818181818,1.26446281,2,66,207,141,105.9545455,43.58677686,66,0.98,3.44,2.46,2.435454545,1.095867769,3.44,1,2,1,1.772727273,0.351239669,2,0,4,4,2.454545455,1.785123967,4,0,10,10,1.045454545,1.628099174,0,0,0,0,0,0,0,1,15,14,5.272727273,2.561983471,6,0,1,1,0.227272727,0.351239669,0,0,3,3,1.363636364,0.991735537,2,0,9,9,1.227272727,2.119834711,0,0,0,0,0,0,0,1,9,8,2.818181818,1.719008264,2,9.105,36.8975,27.7925,16.63814394,8.238343664,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,100.1363636,96.14876033,12
Li6BaLa2Ta2O12,10.1007/s00339-008-4494-2,100,0.00113,-2.946921557,Garnet,,1,Li6 Ba1 La2 Ta2 O12,5,0.597727265,0.544207716,0.524986579,0.522320019,0.521790061,1.739130435,2.086956522,0.347826087,1.217391304,0.322580645,0.387096774,0.064516129,0.225806452,-0.033854853,0.050300848,0.040290199,0.04723736,0.050841477,3,73,70,18.69565217,19.34971645,8,1,87,86,51.34782609,37.20226843,87,6.941,180.94788,174.00688,43.94228261,48.46280756,15.9994,54.8,3290,3235.2,580.2495652,614.326276,54.8,1,16,15,9.391304348,6.896030246,16,2,6,4,2.869565217,1.361058601,2,66,215,149,109.9565217,45.86767486,66,0.89,3.44,2.55,2.315217391,1.1736862,3.44,1,2,1,1.739130435,0.38563327,2,0,4,4,2.086956522,1.996219282,4,0,3,3,0.347826087,0.574669187,0,0,14,14,1.217391304,2.223062382,0,1,19,18,5.391304348,3.001890359,6,0,1,1,0.260869565,0.38563327,0,0,2,2,1.043478261,0.998109641,2,0,9,9,1.391304348,2.298676749,0,0,0,0,0,0,0,0,9,9,2.695652174,1.844990548,2,9.105,63.59,54.485,16.62804348,7.868241966,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,112.7391304,105.1190926,12
(Li2S)0.8(P2S5)0.2,10.1016/j.jpowsour.2006.04.037,25,0.00112,-2.950781977,Glass,Sulphides,1,Li1.6 S1.8 P0.4,3,0.642450296,0.566805269,0.517441534,0.498938472,0.486572886,1.578947368,2.210526316,0,0,0.416666667,0.583333333,0,0,0.017239425,0.029279285,0.041159451,0.092451482,0.109738937,3,16,13,10.42105263,6.249307479,16,1,88,87,50.84210526,41.97229917,88,6.941,32.065,25.124,21.37160653,12.15208971,32.065,317.3,453.69,136.39,408.3873684,38.14958449,388.36,1,16,15,9.578947368,7.224376731,16,2,3,1,2.578947368,0.487534626,3,105,128,23,114.8947368,11.03601108,105,0.98,2.58,1.6,1.865263158,0.745484765,2.58,1,2,1,1.578947368,0.487534626,2,0,4,4,2.210526316,1.861495845,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,3.789473684,2.349030471,6,0,1,1,0.421052632,0.487534626,0,0,3,3,1.263157895,1.063711911,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.684210526,0.576177285,2,16.59333333,25.786875,9.193541667,21.57731673,4.197038649,25.786875,0,2.202,2.202,1.214105263,1.022404432,2.202,0,0,0,0,0,0,2,229,227,129.7894737,83.54570637,70
La0.55Li0.361Ti0.995Al0.005O3,10.1007/BF02375549,35,0.0011,-2.958607315,Perovskite,Oxides,1,La0.55 Li0.361 Ti0.995 Al0.005 O3,5,0.65739099,0.61978165,0.611391389,0.610912708,0.610874536,1.92649155,2.444512319,0.517206272,0,0.394109806,0.500083313,0.105806882,0,0.033398265,0.037562766,0.033931159,0.036321883,0.03892341,3,57,54,15.96171859,11.63882907,8,1,87,86,63.4618204,28.77712469,87,6.941,138.90547,131.96447,35.56597072,28.13123549,15.9994,54.8,1941,1886.2,594.6435431,680.2748354,54.8,1,16,15,11.00712686,6.104086252,16,2,6,4,2.854204846,1.169204841,2,66,207,141,105.4496029,48.19743791,66,0.98,3.44,2.46,2.610289147,1.013696827,3.44,1,2,1,1.92649155,0.136209916,2,0,4,4,2.444512319,1.90041256,4,0,2,2,0.517206272,0.708986484,0,0,0,0,0,0,0,1,6,5,4.888210141,1.358326035,6,0,1,1,0.07350845,0.136209916,0,0,5,5,1.226837711,0.952291866,2,0,9,9,2.628792507,3.60354941,0,0,0,0,0,0,0,1,9,8,3.929138668,2.787552459,2,9.105,36.8975,27.7925,14.31231284,6.362019347,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.57E-06,7.28E-06,0,12,229,217,85.42537161,89.70723472,12
Li1.3Al0.3Ge1.4Ti0.3(PO4)3,10.1016/j.electacta.2005.12.055,227,0.0011,-2.958607315,NASICON,,1,Li1.3 Al0.3 Ge1.4 Ti0.3 P3 O12,6,0.684326695,0.659760111,0.655870519,0.655743466,0.655737767,1.928961749,3.284153005,0.797814208,0,0.320909091,0.546363636,0.132727273,0,-0.016741686,0.032579235,0.051066833,0.051393957,0.053344729,3,32,29,10.93989071,4.983666278,8,1,87,86,78.67213115,12.39093434,87,6.941,72.64,65.699,22.84633593,11.23936261,15.9994,54.8,1941,1886.2,259.9780328,269.0859446,54.8,1,16,15,14.3715847,2.341664427,16,2,4,2,2.366120219,0.532174744,2,66,160,94,83.69945355,23.2123981,66,0.98,3.44,2.46,2.889781421,0.721598137,3.44,1,2,1,1.928961749,0.131983636,2,0,4,4,3.284153005,0.938815731,4,0,10,10,0.797814208,1.447400639,0,0,0,0,0,0,0,1,14,13,6.010928962,1.222371525,6,0,1,1,0.071038251,0.131983636,0,0,5,5,2.191256831,0.633999224,2,0,8,8,0.131147541,0.257995163,0,0,0,0,0,0,0,1,8,7,2.393442623,0.71396578,2,9.105,23.005,13.9,13.15300807,5.308863038,9.105,0,1.625,1.625,0.295693989,0.449196333,0,0,2.25E-05,2.25E-05,3.69E-07,7.27E-07,0,2,229,227,48.54644809,63.1908985,12
La0.55Li0.36Ti0.995Al0.005O3,10.1007/BF02375549,25,0.0011,-2.958607315,Perovskite,Oxides,1,La0.55 Li0.36 Ti0.995 Al0.005 O3,5,0.657502135,0.619905021,0.611515867,0.61103713,0.61099895,1.926680244,2.445010183,0.517311609,0,0.394084566,0.500104145,0.105811289,0,0.033503452,0.03762538,0.033947089,0.036303969,0.038891161,3,57,54,15.96435845,11.63953816,8,1,87,86,63.47454175,28.76741427,87,6.941,138.90547,131.96447,35.57180065,28.13329592,15.9994,54.8,1941,1886.2,594.6722505,680.3952594,54.8,1,16,15,11.00916497,6.102834732,16,2,6,4,2.854378819,1.169333129,2,66,207,141,105.4450102,48.20164177,66,0.98,3.44,2.46,2.610621181,1.013497538,3.44,1,2,1,1.926680244,0.135887938,2,0,4,4,2.445010183,1.900191222,4,0,2,2,0.517311609,0.709064588,0,0,0,0,0,0,0,1,6,5,4.889002037,1.357634986,6,0,1,1,0.073319756,0.135887938,0,0,5,5,1.227087576,0.952179973,2,0,9,9,2.629327902,3.603946391,0,0,0,0,0,0,0,1,9,8,3.929735234,2.787743538,2,9.105,36.8975,27.7925,14.31184827,6.362747375,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.57E-06,7.28E-06,0,12,229,217,85.39613035,89.68977232,12
Li6.22P0.78Si0.22S5Br,10.1039/c7ta08581h,25,0.00108,-2.966576245,Argyrodite,Sulphides and Other Anions,1,Li6.22 P0.78 Si0.22 S5 Br1,5,0.611470332,0.541635771,0.498548075,0.483880711,0.475549189,1.529500756,2.101361573,0.756429652,0,0.34862069,0.478965517,0.172413793,0,0,0,0.102932538,0.107826736,0.110144126,3,35,32,11.22844175,7.742951243,3,1,95,94,47.13464448,43.41263066,1,6.941,79.904,72.963,23.73225146,15.80054223,6.941,265.8,1687,1421.2,427.2455219,66.81250208,453.69,1,17,16,8.925869894,7.45823158,1,2,4,2,2.605143722,0.569439327,2,105,128,23,117.1739788,10.6148068,128,0.98,2.96,1.98,1.821618759,0.791961979,0.98,1,2,1,1.529500756,0.498259411,1,0,5,5,2.101361573,1.980751669,0,0,10,10,0.756429652,1.39842214,0,0,0,0,0,0,0,1,17,16,4.387291982,3.200326833,1,0,1,1,0.470499244,0.498259411,1,0,4,4,1.075642965,1.023622119,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.546142209,0.596542624,1,16.59333333,29.48,12.88666667,21.46191332,4.615338642,16.59333333,0,2.202,2.202,1.051782148,0.99900409,0,0,0,0,0,0,0,2,229,227,142.9561271,83.76437846,229
Li1.9Mg0.1TiO3.05,10.1016/j.ssi.2008.03.001,600,0.00107,-2.970616222,Rocksalt,,1,Li1.9 Mg0.1 Ti1 O3.05,4,0.616741594,0.546946136,0.513610068,0.506742603,0.504574894,1.685950413,2.016528926,0.330578512,0,0.418032787,0.5,0.081967213,0,-0.007753133,0.014770302,0.041140094,0.044788151,0.046800276,3,22,19,8.809917355,4.465815177,8,1,87,86,52.40495868,35.39648931,87,6.941,47.867,40.926,18.55926777,9.878448084,15.9994,54.8,1941,1886.2,506.1902479,488.0961082,54.8,1,16,15,9.074380165,6.982856362,16,2,4,2,2.347107438,0.567993989,2,66,160,94,102.2479339,36.54750359,66,0.98,3.44,2.46,2.318181818,1.131089406,3.44,1,2,1,1.685950413,0.430844888,2,0,4,4,2.016528926,1.999863397,4,0,2,2,0.330578512,0.551874872,0,0,0,0,0,0,0,1,6,5,4.033057851,1.983197869,6,0,1,1,0.314049587,0.430844888,0,0,2,2,1.008264463,0.999931699,2,0,8,8,1.32231405,2.207499488,0,0,0,0,0,0,0,0,8,8,2.644628099,1.770370876,2,9.105,22.89,13.785,12.93827824,3.864958222,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,3.72E-06,6.22E-06,0,12,229,217,113.2396694,102.0763609,12
Li2.9Sc1.9Zr0.1(PO4)3,10.1016/S0925-8388(96)02746-6,150,0.00106,-2.974694135,NASICON,,1,Li2.9 Sc1.9 Zr0.1 P3 O12,5,0.645547752,0.609715997,0.603244092,0.603024695,0.603015174,1.854271357,2.864321608,0.105527638,0,0.384375,0.59375,0.021875,0,-0.012514611,0.023099058,0.042251237,0.047726893,0.053024657,3,40,37,9.728643216,4.045907932,8,1,87,86,66.3919598,29.86136714,87,6.941,91.224,84.283,20.07947833,8.750002728,15.9994,54.8,2128,2073.2,330.8844724,337.0620186,54.8,1,16,15,12.36180905,5.183202444,16,2,5,3,2.35678392,0.534279437,2,66,175,109,91.69346734,30.98709629,66,0.98,3.44,2.46,2.683869347,0.911916366,3.44,1,2,1,1.854271357,0.248983612,2,0,4,4,2.864321608,1.41057044,4,0,2,2,0.105527638,0.189843691,0,0,0,0,0,0,0,1,6,5,4.824120603,1.47117497,6,0,1,1,0.145728643,0.248983612,0,0,3,3,1.658291457,0.816646044,2,0,9,9,0.899497487,1.61819146,0,0,0,0,0,0,0,1,9,8,2.703517588,1.344966036,2,9.105,23.195,14.09,13.55062216,5.361554362,9.105,0,1.625,1.625,0.244974874,0.416087978,0,0,6.35E-06,6.35E-06,6.06E-07,1.10E-06,0,2,229,227,60.40703518,75.99050529,12
Li6CaLa2Ta2O12,10.1016/j.ssi.2008.10.022,175,0.00105,-2.978810701,Garnet,,1,Li6 Ca1 La2 Ta2 O12,5,0.597727265,0.544207716,0.524986579,0.522320019,0.521790061,1.739130435,2.086956522,0.347826087,1.217391304,0.322580645,0.387096774,0.064516129,0.225806452,-0.028912166,0.039983488,0.031201522,0.039658517,0.044079486,3,73,70,17.13043478,16.89981096,8,1,87,86,51.26086957,37.29300567,87,6.941,180.94788,174.00688,39.71406522,41.84472817,15.9994,54.8,3290,3235.2,585.2495652,622.1523629,54.8,1,16,15,9.391304348,6.896030246,16,2,6,4,2.782608696,1.224952741,2,66,207,141,108.2608696,44.09829868,66,0.98,3.44,2.46,2.32,1.168695652,3.44,1,2,1,1.739130435,0.38563327,2,0,4,4,2.086956522,1.996219282,4,0,3,3,0.347826087,0.574669187,0,0,14,14,1.217391304,2.223062382,0,1,19,18,5.391304348,3.001890359,6,0,1,1,0.260869565,0.38563327,0,0,2,2,1.043478261,0.998109641,2,0,9,9,1.391304348,2.298676749,0,0,0,0,0,0,0,0,9,9,2.695652174,1.844990548,2,9.105,37.77,28.665,15.50543478,6.678714556,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,112.5652174,104.9376181,12
Li6.7La3Zr1.7Ta0.3O12,10.1016/j.ceramint.2018.09.245,30,0.00103,-2.987162775,Garnet,Oxides,1,Li6.7 La3 Zr1.7 Ta0.3 O12,5,0.598011029,0.536937152,0.511808436,0.50754823,0.506478028,1.717299578,2.025316456,0.308016878,0.17721519,0.406187625,0.479041916,0.072854291,0.041916168,-0.045682798,0.046790451,0.038989031,0.043000634,0.047089145,3,73,70,15.907173,15.3049903,8,1,87,86,49.74261603,37.72899642,87,6.941,180.94788,174.00688,36.4801297,37.44142831,15.9994,54.8,3290,3235.2,501.3047679,479.078157,54.8,1,16,15,9.113924051,6.973241468,16,2,6,4,2.772151899,1.218501309,2,66,207,141,110.5105485,45.07397319,66,0.98,3.44,2.46,2.272447257,1.182331891,3.44,1,2,1,1.717299578,0.405561787,2,0,4,4,2.025316456,1.999679539,4,0,3,3,0.308016878,0.486068828,0,0,14,14,0.17721519,0.349943919,0,1,19,18,4.227848101,2.16856273,6,0,1,1,0.282700422,0.405561787,0,0,2,2,1.012658228,0.999839769,2,0,9,9,1.801687764,2.84316972,0,0,0,0,0,0,0,1,9,8,3.097046414,2.296604889,2,9.105,36.8975,27.7925,15.864782,6.845348858,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,112.185654,101.4538268,12
Li0.34La0.51TiO2.94,10.1016/0038-1098(93)90841-A,27,0.00102,-2.991399828,Perovskite,Oxides,1,Li0.34 La0.51 Ti1 O2.94,4,0.660819997,0.623072647,0.614358294,0.613825317,0.613779979,1.929018789,2.455114823,0.524008351,0,0.393024245,0.500212675,0.10676308,0,0.034956885,0.03922017,0.028531928,0.036049013,0.039391088,3,57,54,15.78496868,11.37148112,8,1,87,86,63.8308977,28.44140324,87,6.941,138.90547,131.96447,35.09539994,27.43830305,15.9994,54.8,1941,1886.2,598.0786221,687.4034574,54.8,1,16,15,11.04592902,6.081406549,16,2,6,4,2.8434238,1.155085621,2,66,207,141,105.0375783,47.92086855,66,0.98,3.44,2.46,2.619582463,1.007109627,3.44,1,2,1,1.929018789,0.131885757,2,0,4,4,2.455114823,1.896435249,4,0,2,2,0.524008351,0.717639829,0,0,0,0,0,0,0,1,6,5,4.908141962,1.340318426,6,0,1,1,0.070981211,0.131885757,0,0,2,2,1.227557411,0.948217625,2,0,9,9,2.628392484,3.599635636,0,0,0,0,0,0,0,1,9,8,3.926931106,2.780932789,2,9.105,36.8975,27.7925,14.17915623,6.228818084,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.70E-06,7.44E-06,0,12,229,217,84.77661795,89.33747674,12
